stringsfile version 1
2562
str_no_string NO_STRING!
str_vaegir_rebellion_pretender_story_2 The_Tsar_of_Russia_dreams_of_strangling_all_the_liberties_of_the_Don,_yet_the_Cossacks_shall_stand_up_for_themselves._Once_a_true_heir_to_the_throne_arrives,_we_shall_start_a_rebellion._And_then_just_wait,_Alexei_Mikhailovich!
str_khergit_rebellion_pretender_story_2 My_being_deposed_was_a_terrible_injustice!_Islam_Giray_knows_nothing_of_stately_affairs,_and_rather_than_supporting_the_Polish_Commonwealth,_he_aims_for_a_union_with_the_Cossacks._Only_together_with_the_Polish_king_can_we_hold_back_the_dragon_of_Moscow_in_its_onslaught_south...
str_nord_rebellion_pretender_story_2 Rising_to_the_throne,_I_chose_to_remain_a_virgin,_much_like_Elizabeth_of_England,_and_I_chose_my_brother-in-law,_Carl_Gustaf_of_Pfalz,_as_my_heir._Yet_the_treacherous_Carl_was_not_content_with_the_natural_flow_of_time,_and_desired_to_hurry_his_way_to_power.
str_rhodok_rebellion_pretender_story_2 The_night_before_the_battle,_they_entered_the_hetman's_tent,_but_I_was_warned_beforehand,_and_escaped_with_my_life._They_thought_I_was_dead,_once_they_saw_a_body_cut_to_pieces._But_it_was_only_the_body_of_my_servant._You_know_what_I_say?_Hmelnitski_does_not_have_the_future_of_our_people_in_mind,_he_is_moved_by_vainglory_and_revenge._He_spells_the_end_Ukraine_--_of_this_I_have_no_doubt.
str_swadian_rebellion_pretender_story_3 I_need_daring_people_to_rise_up_against_the_invader_and_restore_Great_Lithuania._And_I_have_full_right,_as_the_elder_of_Zmudz,_the_warlord_of_Vilna,_and_the_Great_Hetman_of_Lithuania!
str_vaegir_rebellion_pretender_story_3 In_all_sincerity,_I_would_have_long_cried_out_the_rallying_cry,_Saryn_on_kichka!_But_where_can_I_find_the_one_who_would_claim_the_Tsar's_throne?
str_khergit_rebellion_pretender_story_3 I_seek_trusted_allies._If_the_Crimean_Mirzas_would_take_my_side,_then_the_Sultan_would_have_no_choice_but_to_appoint_me_Khan_once_more.
str_nord_rebellion_pretender_story_3 After_securing_the_support_of_the_army,_he_forced_me_to_abdicate._And_this_after_I_won_the_Thirty-Year_War_and_bestowed_heretofore_unimagined_privileges_on_the_nobles!_I_am_sure,_if_only_I_issue_a_call,_that_Sweden_will_rally_under_my_hand_once_more!
str_rhodok_rebellion_pretender_story_3 Once_I_become_hetman_once_more,_I_can_settle_matters_with_the_Polish_Commonwealth,_and_Ukraine_shall_prosper_anew_among_brotherly_nations!
str_swadian_rebellion_monarch_response_1 If_you_are_in_secret_talks_with_Radziwill,_I_fear_I_have_to_disappoint_you._These_Zmudz_Protestants_have_too_high_an_opinion_of_their_kin,_though_they_are_nothing_more_than_arrogant_Lithuanian_magnates_whose_purses_are_as_over-stuffed_as_their_ambition.
str_vaegir_rebellion_monarch_response_1 Word_has_it_that_one_of_the_Cossack_chiefs,_what's_his_name..._Stenka_Razin,_eh_--_that_he_has_started_a_rebellion_against_the_Don._I_can_hardly_wait_to_see_him_in_the_Kremlin._In_chains,_of_course.
str_khergit_rebellion_monarch_response_1 I_see_you_have_spoken_to_the_loser_Mehmed?_Yea,_a_Khan_he_was,_yet_after_the_coward_gave_up_our_lands_on_the_Caucasus_to_the_Tsar_of_Moscow,_and_took_the_Cossacks'_side,_the_glorious_Sultan,_may_his_rule_last_for_ages,_restored_justice_and_handed_me_the_reins_of_government.
str_nord_rebellion_monarch_response_1 Christina_is_longing_for_the_throne?_She_was_always_a_loose_cannon._First_she_almost_led_the_nation_into_ruin_--_doubled_the_ranks_of_nobles,_gave_away_the_lands_of_the_crown,_while_she_squandered_the_treasury_for_court_entertainment_and_pretty-petties_for_her_favorites._Then_suddenly_she_turned_to_Catholicism.
str_rhodok_rebellion_monarch_response_1 Ivan_Barabash_has_long_since_sold_out_to_the_damned_Poles._Became_the_field_marshal_and_levied_unbearable_taxes_on_the_Cossacks_to_curry_favor_with_the_Polish_king_--_and_then_helped_spread_the_Catholic_faith._That_traitor_shall_lead_Ukraine_right_back_into_Polish_serfdom.
str_swadian_rebellion_monarch_response_2 A_horseless_gentryman_of_Poland_would_become_king_sooner_than_any_of_these_Vilna_schismatics.
str_vaegir_rebellion_monarch_response_2 We_Romanovs_are_the_rightful_holders_of_the_Cap_of_Monomakh,_and_these_mutineers_who_resolved_to_rebel_against_us_will_be_placed_on_racks_and_broken_on_the_wheel._If_you_have_involved_yourself_in_their_affairs_by_foolishness_or_lack_of_wit,_then_go_to_the_Secret_Department_and_confess_all_you_know_--_or_pay_the_price.
str_khergit_rebellion_monarch_response_2 I_doubt_his_return_would_gladden_the_Mirzas._Thus_my_advice_would_be_to_forget_of_his_existence._The_only_man_longing_to_meet_him_is_my_new_executioner.
str_nord_rebellion_monarch_response_2 Whatever_she_might_say_today,_she_abdicated_of_her_own_free_will._Her_abdication_was_officially_accepted_at_the_Rijksdag,_and_taxes_are_set_on_Gottland,_Aland,_Asel,_Pomerania_and_other_regions._Sweden_is_a_nation_of_Protestant_soldiers,_and_it_has_no_need_for_a_Catholic_queen_who_pretends_she_is_Elizabeth_of_England.
str_rhodok_rebellion_monarch_response_2 The_Pereyaslav_Council_ordered_all_Cossacks_to_swear_homage_to_the_Tsar_of_Moscow._Only_under_the_wing_of_an_Orthodox_nation_would_our_people_be_truly_free._And_believe_me,_the_future_of_our_land_lies_not_in_a_union_with_Catholic_Poland._Only_a_hetman_who_lost_his_mind_would_make_war_against_Russia...
str_credits_1 Mount_&_Blade^With_Fire_and_Sword
str_credits_2 Sich_Studio_(Kiev)^^Project_Manager_and_Video_engineer:^Maxim_Gorban^^Artists:^Andrei_Domrachev^Sergei_Shaterny^^Game_Design:^Alexei_Fedorych^^Written_by:^Alexander_Trubnikov^^Programmer:_^Vladimir_Kushneruk
str_credits_3 Contributions_by:^Akrit^Davlet_Giray-khan^Niko^AAA^Rebalancer^Yomen^Bestt^^Special_thanks_to:^To_the_forum_and_the_entire_Sich_community_(http://empiretw.ru),^Unicorn_Games_and_Nickolai_Matiychuk.^Aperion_Studio,_Olga_Belaya_and_Igor_Shegolkovu_in_particular^the_Vault_Computer_Club_in_Kiev,^the_Playground_computer_club_in_Moscow.
str_credits_4 Unicorn_Games_(Kiev)^^Video_engineer:^Nicholas_Matiychuk^^Snowberry_Connection_(Stockholm)^^Executive_producer:^Alexander_Suslov^^International_Marketing:^Pavel_Nechaev^Vladimir_Tortsov^^Licensing_and_Business_Management:^Catherine_Nemova
str_credits_8 Assistant_to_the_Licensing_Department:^Elena_Radovskya^^Financial_Department:^Alexei_Zdorov^^Assistant_to_the_Financial_Department:^Andrei_Zadorozhniy^^Producer:^Sergei_Klimov^^Snowball_Studios_(Moscow)^^Producer:^Michael_Bruhanov
str_credits_5 Technical_Producers:^Michael_Bruhanov^Alexander_Radkevich^^Editors:^Uliana_Erofeeva^Steve_Breslin^^Cover_Art:^Ganbat_Badamkhand^^Artists:^Katherina_Ladatko^Alexey_Chistov
str_credits_6 Interface_Artist:^Mikhail_Kolbasnikov^^Printing_Artist:^Mikhail_Kolbasnikov^^Composers:^Vadim_Gankin^Petr_Salnikov^Vladimir_Kochetkov^^Vocal_Performance:^Svetlana_Schegolkova^Tatyana_Roslikova^Svetlana_Amerikantzeva-Schegolkova
str_credits_9 Sound_Producer:^Evelina_Novikova^^Sound_Supervisor:^Michael_Matveev_(RWS_studio)^^Video_Scripting:^Artem_Schuyko^Alexander_Suslov^^Intro_video:^Alexander_Safronov_(SCWO)
str_credits_7 Special_thanks_to:^Aperion_Studio,_Olga_Belaya_and_Igor_Shegolkovu_in_particular^the_Vault_Computer_Club_in_Kiev,^the_Playground_computer_club_in_Moscow.
str_credits_10 QA_team:^Michael_Bruhanov^Alexander_Radkevich^Victor_Chaschin^Egor_Botov^Sergey_Egorov^Dmitry_Kiyatkin^Viacheslav_Erofeev^Stanislav_Lobachev_(Apeiron)^Nikita_Pavlutin^Uliana_Erofeeva^Alexander_Suslov
str_credits_11 Promotion:^Svyatoslav_Kozlov^Maria_Konovalova^Alexander_Suslov^Vlalimir_Tortsov^Artem_Schuyko^^Russian_Website:^Anton_Zhevlakov^^Marketing_Director:^Pavel_Nechaev^^Chief_Editor:^Evelina_Novikova^^Technical_Director:^Vitaly_Klimov
str_credits_12 TaleWorlds_Entertainment_(Ankara)^^Producer:^Mika'il_Yazbeck^^Programming:^Armağan_Yavuz^Cem_Çimenbiçer
str_multi_scene_1 {!}Ruins
str_multi_scene_2 {!}Village
str_multi_scene_3 {!}Castle
str_multi_scene_4 {!}Ruined_Fort
str_multi_scene_5 {!}Scene_5
str_multi_scene_6 {!}Scene_6
str_multi_scene_7 {!}Field_by_the_River
str_multi_scene_8 {!}Castle_2
str_multi_scene_9 {!}Snowy_Village
str_multi_scene_10 {!}Castle_3
str_multi_scene_11 {!}Nord_Town
str_multi_scene_16 {!}Port_Assault
str_multi_scene_17 {!}Castle_4
str_multi_scene_18 {!}Battle_on_Ice
str_multi_scene_12 Random_Plains_(Medium)
str_multi_scene_13 Random_Plains_(Large)
str_multi_scene_14 Random_Steppe_(Medium)
str_multi_scene_15 Random_Steppe_(Large)
str_scn_mp_swed_zamok Vyborg
str_scn_mp_nomad_camp Nomad_camp
str_scn_mp_mosk_kreml Not_ready
str_scn_mp_novgorod_fortress A_castle_in_the_hills
str_scn_mp_rus_fortress Oreshek
str_scn_mp_tevt_zamok Not_ready
str_scn_mp_mosk_monastyr Monastery_fortress
str_scn_mp_old_castle Old_castle
str_scn_mp_arena Arena
str_scn_mp_marketplace Marketplace
str_scn_mp_swamp_delta Swamp_delta
str_scn_mp_forest_camp Forest_camp
str_scn_mp_polya Fields
str_scn_mp_hillroad Hill_road
str_scn_mp_hutor Steppe_farmstead
str_scn_mp_river_village Village_by_the_river
str_scn_mp_forest_edge Forest_skirt
str_scn_mp_forest_camp Forest_camp
str_scn_mp_forest_road Road_in_the_forest
str_multi_scene_end multi_scene_end
str_multi_game_type_1 Deathmatch
str_multi_game_type_2 Team_Deathmatch
str_multi_game_type_3 Battle
str_multi_game_type_5 Capture_the_Flag
str_multi_game_type_6 Conquest
str_multi_game_type_7 Siege
str_multi_game_type_8 Duel
str_multi_game_type_9 Captain_Team_Deathmatch
str_multi_game_type_10 Captain_Co-op
str_multi_game_type_11 Captain_Battle
str_multi_game_types_end {!}multi_game_types_end
str_poll_kick_player_s1_by_s0 {s0}_started_a_poll_to_kick_player_{s1}.
str_poll_ban_player_s1_by_s0 {s0}_started_a_poll_to_ban_player_{s1}.
str_poll_change_map_to_s1_by_s0 {s0}_started_a_poll_to_change_map_to_{s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0 {s0}_started_a_poll_to_change_map_to_{s1}_and_factions_to_{s2}_and_{s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0 {s0}_started_a_poll_to_change_bot_counts_to_{reg0}_and_{reg1}.
str_poll_kick_player Poll_to_kick_player_{s0}:_1_=_Accept,_2_=_Reject
str_poll_ban_player Poll_to_ban_player_{s0}:_1_=_Accept,_2_=_Reject
str_poll_change_map Poll_to_change_map_to_{s0}:_1_=_Accept,_2_=_Reject
str_poll_change_map_with_faction Poll_to_change_map_to_{s0}_and_factions_to_{s1}_versus_{s2}:_1_=_Accept,_2_=_Reject
str_poll_change_number_of_bots Poll_to_change_number_of_bots_to_{reg0}_for_{s0}_and_{reg1}_for_{s1}:_1_=_Accept,_2_=_Reject
str_poll_time_left ({reg0}_seconds_left)
str_poll_result_yes The_poll_is_accepted_by_the_majority.
str_poll_result_no The_poll_is_rejected_by_the_majority.
str_total_item_cost_reg0 Total_cost:_{reg0}
str_server_name Server_name:
str_game_password Game_password:
str_map Map:
str_game_type Game_type:
str_max_number_of_players Maximum_number_of_players:
str_number_of_bots_in_team_reg1 Number_of_bots_in_team_{reg1}:
str_team_reg1_faction Team_{reg1}_faction:
str_enable_valve_anti_cheat Enable_Valve_Anti-cheat_(Requires_valid_Steam_account)
str_allow_friendly_fire Allow_ranged_friendly_fire
str_allow_melee_friendly_fire Allow_melee_friendly_fire
str_friendly_fire_damage_self_ratio Friendly_fire_damage_self_(%):
str_friendly_fire_damage_friend_ratio Friendly_fire_damage_friend_(%):
str_spectator_camera Spectator_camera:
str_control_block_direction Control_block_direction:
str_map_time_limit Map_time_limit_(minutes):
str_round_time_limit Round_time_limit_(seconds):
str_players_take_control_of_a_bot_after_death Switch_to_bot_on_death:
str_team_points_limit Team_point_limit:
str_point_gained_from_flags Team_points_gained_for_flags_(%):
str_point_gained_from_capturing_flag Points_gained_for_capturing_flags:
str_respawn_period Respawn_period_(seconds):
str_add_to_official_game_servers_list Add_to_official_game_servers_list
str_combat_speed Combat_speed:
str_combat_speed_0 Slowest
str_combat_speed_1 Slower
str_combat_speed_2 Medium
str_combat_speed_3 Faster
str_combat_speed_4 Fastest
str_off {!}NOT_USED
str_on {!}NOT_USED
str_defender_spawn_count_limit Defender_spawn_count:
str_unlimited Unlimited
str_automatic Automatic
str_by_mouse_movement By_mouse_movement
str_free Free
str_stick_to_any_player Lock_to_any_player
str_stick_to_team_members Lock_to_team_members
str_stick_to_team_members_view Lock_to_team_members'_view
str_make_factions_voteable Allow_polls_to_change_factions
str_make_kick_voteable Allow_polls_to_kick_players
str_make_ban_voteable Allow_polls_to_ban_players
str_bots_upper_limit_for_votes Bot_count_limit_for_polls:
str_make_maps_voteable Allow_polls_to_change_maps
str_valid_vote_ratio Poll_accept_threshold_(%):
str_auto_team_balance_limit Auto_team_balance_threshold_(diff.):
str_welcome_message Welcome_message:
str_initial_gold_multiplier Starting_gold_(%):
str_battle_earnings_multiplier Combat_gold_bonus_(%):
str_round_earnings_multiplier Round_gold_bonus_(%):
str_allow_player_banners Allow_individual_banners
str_force_default_armor Force_minimum_armor
str_reg0 {!}{reg0}
str_s0_reg0 {!}{s0}_{reg0}
str_s0_s1 {!}{s0}_{s1}
str_reg0_dd_reg1reg2 {!}{reg0}:{reg1}{reg2}
str_s0_dd_reg0 {!}NOT_USED
str_respawning_in_reg0_seconds Respawning_in_{reg0}_seconds...
str_no_more_respawns_remained_this_round No_lives_left_for_this_round
str_reg0_respawns_remained ({reg0}_lives_remaining)
str_this_is_your_last_respawn (This_is_your_last_life)
str_wait_next_round (Wait_for_the_next_round)
str_yes_wo_dot Yes
str_no_wo_dot No
str_we_resign We_have_no_strength_left_to_put_up_a_fight._We_surrender_to_you,_{playername}.
str_i_resign I_don't_want_to_die_today._I_surrender.
str_s1_returned_flag {s1}_has_returned_their_flag_to_their_base!
str_s1_auto_returned_flag {s1}_flag_automatically_returned_to_their_base!
str_s1_captured_flag {s1}_has_captured_the_enemy_flag!
str_s1_taken_flag {s1}_has_taken_the_enemy_flag!
str_s1_neutralized_flag_reg0 {s1}_has_neutralized_flag_{reg0}.
str_s1_captured_flag_reg0 {s1}_has_captured_flag_{reg0}!
str_s1_pulling_flag_reg0 {s1}_has_started_pulling_flag_{reg0}.
str_s1_destroyed_target_0 {!}NOT_USED
str_s1_destroyed_target_1 {!}NOT_USED
str_s1_destroyed_catapult {s1}_destroyed_the_catapult!
str_s1_destroyed_trebuchet {s1}_destroyed_the_trebuchet!
str_s1_destroyed_all_targets {s1}_destroyed_all_targets!
str_s1_saved_1_target {s1}_saved_one_target.
str_s1_saved_2_targets {s1}_saved_all_targets.
str_s1_defended_castle {s1}_defended_their_castle!
str_s1_captured_castle {s1}_captured_the_castle!
str_auto_team_balance_in_20_seconds Auto-balance_will_be_done_in_20_seconds.
str_auto_team_balance_next_round Auto-balance_will_be_done_next_round.
str_auto_team_balance_done Teams_have_been_auto-balanced.
str_s1_won_round {s1}_has_won_the_round!
str_round_draw Time_is_up._Round_draw.
str_round_draw_no_one_remained No_one_left._Round_draw.
str_death_mode_started Hurry!_Become_master_of_the_field!
str_reset_to_default Reset_to_Default
str_done Done
str_player_name Player_Name
str_kills Kills
str_deaths Deaths
str_ping Ping
str_dead Dead
str_reg0_dead {reg0}_Dead
str_bots_reg0_agents Bots_({reg0}_agents)
str_bot_1_agent Bot_(1_agent)
str_score Score
str_score_reg0 Score:_{reg0}
str_flags_reg0 (Flags:_{reg0})
str_reg0_players ({reg0}_players)
str_reg0_player ({reg0}_player)
str_open_gate Open_Gate
str_close_gate Close_Gate
str_open_door Open_Door
str_close_door Close_Door
str_raise_ladder Raise_Ladder
str_drop_ladder Drop_Ladder
str_back Back
str_start_map Start_Map
str_choose_an_option Choose_an_option:
str_choose_a_poll_type Choose_a_poll_type:
str_choose_faction Choose_Faction
str_choose_a_faction Choose_a_faction:
str_choose_troop Choose_Troop
str_choose_a_troop Choose_a_troop_class:
str_choose_items Choose_Equipment
str_options Options
str_redefine_keys Redefine_Keys
str_submit_a_poll Submit_a_Poll
str_administrator_panel Administrator_Panel
str_kick_player Kick_Player
str_ban_player Ban_Player
str_mute_player Mute_Player
str_unmute_player Unmute_Player
str_quit Quit
str_poll_for_changing_the_map Change_the_map
str_poll_for_changing_the_map_and_factions Change_the_map_and_factions
str_poll_for_changing_number_of_bots Change_number_of_bots_in_teams
str_poll_for_kicking_a_player Kick_a_player
str_poll_for_banning_a_player Ban_a_player
str_choose_a_player Choose_a_player:
str_choose_a_map Choose_a_map:
str_choose_a_faction_for_team_reg0 Choose_a_faction_for_team_{reg0}:
str_choose_number_of_bots_for_team_reg0 Choose_number_of_bots_for_team_{reg0}:
str_spectator Spectator
str_spectators Spectators
str_score Score
str_command Command:
str_profile_banner_selection_text Choose_a_banner_for_your_profile:
str_use_default_banner Use_Faction's_Banner
str_party_morale_is_low Morale_of_some_of_your_soldiers_is_low!
str_weekly_report Report
str_has_deserted_the_party has_deserted_the_party.
str_have_deserted_the_party have_deserted_the_party.
str_space _
str_us_ Us_
str_allies_ Allies_
str_enemies_ Enemies_
str_routed Routed
str_weekly_budget {!}NOT_USED
str_income_from_s0 {!}NOT_USED
str_mercenary_payment_from_s0 {!}NOT_USED
str_s0s_party {!}NOT_USED
str_loss_due_to_tax_inefficiency {!}NOT_USED
str_wages_for_s0 {!}NOT_USED
str_earlier_debts {!}NOT_USED
str_net_change {!}NOT_USED
str_earlier_wealth {!}NOT_USED
str_new_wealth {!}NOT_USED
str_new_debts {!}NOT_USED
str_completed_faction_troop_assignments_cheat_mode_reg3 {!}NOT_USED
str_completed_political_events_cheat_mode_reg3 {!}NOT_USED
str_assigned_love_interests_attraction_seed_reg3 {!}NOT_USED
str_located_kingdom_ladies_cheat_mode_reg3 {!}NOT_USED
str_team_reg0_bot_count_is_reg1 {!}Team_{reg0}_bot_count_is_{reg1}.
str_input_is_not_correct_for_the_command_type_help_for_more_information {!}Input_is_not_correct_for_the_command._Type_'help'_for_more_information.
str_maximum_seconds_for_round_is_reg0 Maximum_seconds_for_round_is_{reg0}.
str_respawn_period_is_reg0_seconds Respawn_period_is_{reg0}_seconds.
str_bots_upper_limit_for_votes_is_reg0 Bots_upper_limit_for_votes_is_{reg0}.
str_map_is_voteable Map_is_voteable.
str_map_is_not_voteable Map_is_not_voteable.
str_factions_are_voteable Factions_are_voteable.
str_factions_are_not_voteable Factions_are_not_voteable.
str_players_respawn_as_bot Players_respawn_as_bot.
str_players_do_not_respawn_as_bot Players_do_not_respawn_as_bot.
str_kicking_a_player_is_voteable Kicking_a_player_is_voteable.
str_kicking_a_player_is_not_voteable Kicking_a_player_is_not_voteable.
str_banning_a_player_is_voteable Banning_a_player_is_voteable.
str_banning_a_player_is_not_voteable Banning_a_player_is_not_voteable.
str_player_banners_are_allowed Player_banners_are_allowed.
str_player_banners_are_not_allowed Player_banners_are_not_allowed.
str_default_armor_is_forced Default_armor_is_forced.
str_default_armor_is_not_forced Default_armor_is_not_forced.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0 Percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_{reg0}%.
str_auto_team_balance_threshold_is_reg0 Auto_team_balance_threshold_is_{reg0}.
str_starting_gold_ratio_is_reg0 Starting_gold_ratio_is_{reg0}%.
str_combat_gold_bonus_ratio_is_reg0 Combat_gold_bonus_ratio_is_{reg0}%.
str_round_gold_bonus_ratio_is_reg0 Round_gold_bonus_ratio_is_{reg0}%.
str_point_gained_from_flags_is_reg0 Team_points_gained_for_flags_is_{reg0}%.
str_point_gained_from_capturing_flag_is_reg0 Points_gained_for_capturing_flags_is_{reg0}%.
str_map_time_limit_is_reg0 Map_time_limit_is_{reg0}_minutes.
str_team_points_limit_is_reg0 Team_point_limit_is_{reg0}.
str_defender_spawn_count_limit_is_s1 Defender_spawn_count_is_{s1}.
str_system_error {!}NOT_USED
str_prisoner_granted_parole {!}NOT_USED
str_prisoner_not_offered_parole {!}NOT_USED
str__age_reg1_family_ {!}NOT_USED
str_s49_s12_s11_rel_reg0 {!}NOT_USED
str_s49_s12_s11 {!}NOT_USED
str_lord_info_string {!}NOT_USED
str_updating_faction_notes_for_s14_temp_=_reg4 {!}NOT_USED
str_foreign_relations__ {!}NOT_USED
str_s21__the_s5_is_at_war_with_the_s14 {!}NOT_USED
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting {!}NOT_USED
str_s21_the_s5_has_gotten_the_worst_of_the_fighting {!}NOT_USED
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce {!}NOT_USED
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time {!}NOT_USED
str_s21_reg4reg5 {!}NOT_USED
str__however_the_truce_is_no_longer_binding_on_the_s14 {!}NOT_USED
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days {!}NOT_USED
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war {!}NOT_USED
str_s21__the_s5_has_no_outstanding_issues_with_the_s14 {!}NOT_USED
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_ {!}NOT_USED
str_s21_cheat_mode_assessment_s14_ {!}NOT_USED
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21 {!}NOT_USED
str_assigned_lord_reputation_and_relations_cheat_mode_reg3 {!}NOT_USED
str_caravan_trades_in_s5_originally_from_s4_ {!}NOT_USED
str_your_hero_prisoned_at_s1 {!}NOT_USED
str_old_morale_is_reg0_new_morale_is_reg1 {!}NOT_USED
str_our_per_person__reg0_num_people__reg1_total_gain__reg2 {!}[our]_per_person_:_{reg0},_num_people_:_{reg1},_total_gain_:_{reg2}
str_ene_per_person__reg0_num_people__reg1_total_gain__reg2 {!}[ene]_per_person_:_{reg0},_num_people_:_{reg1},_total_gain_:_{reg2}
str_all_per_person__reg0_num_people__reg1_total_gain__reg2 {!}[all]_per_person_:_{reg0},_num_people_:_{reg1},_total_gain_:_{reg2}
str_loss_ratio_is_reg1 {!}loss_ratio_is_{reg1}
str_total_enemy_morale_gain__reg6_last_total_enemy_morale_gain__reg7_remaining_enemy_population__reg5 {!}total_enemy_morale_gain_:_{reg6},_last_total_enemy_morale_gain_:_{reg7},_remaining_enemy_population_:_{reg5}
str_reg4_killed_reg5_wounded_reg6_routed {reg4}_killed,_{reg5}_wounded,_{reg6}_routed
str_reg4_killed_reg5_routed {reg4}_killed,_{reg5}_routed
str_reg4_killed_reg5_wounded {reg4}_killed,_{reg5}_wounded
str_reg4_wounded_reg5_routed {reg4}_wounded,_{reg5}_routed
str_routed routed
str_caravan_in_s10_considers_s11_total_price_dif_=_reg3 {!}NOT_USED
str_test__caravan_in_s3_selects_for_s4_trade_score_reg3 {!}NOT_USED
str_prisoner_relative_is_reg0 {!}NOT_USED
str_test_diagnosis__traveller_attacks_for_s4 {!}NOT_USED
str_traveller_attack_found {!}NOT_USED
str_s42 {!}NOT_USED
str_test_diagnostic_quest_found_for_s4 {!}NOT_USED
str_s4_changing_sides_aborts_quest {!}NOT_USED
str_s4_awarded_to_s5 {!}NOT_USED
str_s11_reacts_to_granting_of_s12_to_s10 {!}NOT_USED
str_debug__hiring_men_to_s7_ideal_size__reg6_ideal_top_size__reg7_hiring_budget__reg8 {!}NOT_USED
str_debug__hiring_men_to_party_for_s0 {!}NOT_USED
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies {!}NOT_USED
str_s4_sorties {!}NOT_USED
str_current_wealth_reg1_taxes_last_collected_from_s4 {!}NOT_USED
str_s4_considers_going_to_s5_to_pay_court_to_s6 {!}NOT_USED
str_relation_with_1_bug_found_here__probably_because_s5_has_just_been_captured {!}NOT_USED
str_s4_has_reg4_chance_of_going_to_home_center {!}NOT_USED
str_s4_has_reg4_chance_of_recruiting_troops {!}NOT_USED
str_s4_has_reg4_chance_of_going_to_s5 {!}NOT_USED
str_s4_has_reg5_chance_of_patrolling_s6 {!}NOT_USED
str_s4_has_reg5_chance_of_raiding_s6 {!}NOT_USED
str_s4_has_reg5_chance_of_besieging_s6 {!}NOT_USED
str_sum_chances_reg6 {!}NOT_USED
str_deciding_faction_ai_for_s3 {!}NOT_USED
str_s5_decides_s14 {!}NOT_USED
str_lords_of_the_s1_gather_for_a_feast_at_s2 {!}NOT_USED
str_s5_begins_offensive {!}NOT_USED
str_renown_change_of_reg4_reduced_to_reg5_because_of_high_existing_renown {!}NOT_USED
str_s14 {!}NOT_USED
str_players_kingdom_has_had_reg3_days_of_peace {!}NOT_USED
str_s4_is_present_at_the_center_and_in_place_of_honor {!}NOT_USED
str_s4_is_present_at_the_center_as_a_refugee {!}NOT_USED
str_s4_is_present_at_the_center_and_not_attending_the_feast {!}NOT_USED
str_s4_is_present_at_the_center_and_is_married {!}NOT_USED
str_s4_is_present_at_the_center_and_is_attending_the_feast {!}NOT_USED
str_s4_is_present_at_the_center_and_is_awaiting_the_player_in_private {!}NOT_USED
str_s4_is_present_at_the_center_and_is_allowed_to_meet_the_player {!}NOT_USED
str_s4_is_present_at_the_center_and_is_not_allowed_to_meet_the_player {!}NOT_USED
str_quick_battle_scene_1 Swamp_delta
str_quick_battle_scene_2 Riverside_settlement
str_quick_battle_scene_3 Small_farmstead
str_quick_battle_scene_4 Wooden_fort
str_quick_battle_scene_5 Riverside_fortress
str_quick_battle_troop_1 The_Reiters_(from_the_German_word_Ritter,_meaning_knight)_are_a_complement_of_heavily_armored_soldiers_with_firearms._They_can_weaken_the_enemy_by_shooting,_and_then_destroy_them_in_melee_combat._However,_the_Reiters_are_inferior_in_skill_to_both_professional_shooters_and_'true'_heavy_cavalry.^Reiter_regiments_comprise_up_to_2000_cavalrymen,_with_one_squadron_equipped_with_lances_and_the_rest_with_pistols._Like_waves,_ranks_of_Reiters_gallop_towards_the_enemy_and_overwhelm_them_by_pistol_fire._
str_quick_battle_troop_2 These_unique_Polish_horsemen_are_likely_the_finest_heavy_cavalry_to_have_ever_trodden_the_earth._Drawn_from_the_brave_Polish_gentry,_the_swift_hussars_boast_the_finest_equipment_and_military_training_of_the_time._The_mere_sight_of_these_heavily_armored_warriors_charging_on_their_mighty_horses_would_often_be_enough_to_inspire_panic_in_the_enemy_ranks,_and_break_the_line_of_any_troops_still_holding_their_ground._Nevertheless_the_hussars_should_avoid_large_groups_of_shooters,_especially_on_a_difficult_terrain._The_hussars'_greatest_moment_of_glory_came_in_the_battle_at_Vienna,_where_they_held_back_the_Turkish_invasion_of_Europe._^In_the_17th_century,_the_hussars_were_considered_the_best_cavalry_in_the_world._
